,,,,,,,,, Today's , Previous Day's ,,,,Market,Previous,Change,UNUSED DO NOT DELETE,,,Market,Enron,,,,,,,Previous Day, Profit & Loss Summary ,,,,,,,,,,,,,No of,,Market, Today's Profit & Loss Summary ,,,,,,,,Today's,Previous Day's, Previous Day's Profit & Loss Summary ,,,,,,,,Previous Day's,Is Security,Absolute Change in,RAROC Reset,,,,,Real-Time, Today's Delta ,,Real-Time,Last Day's,,,,,,,,,Previous QTD for Asset P&L QTD Tracking of Privates Only!,,,, Combined , Calculated 
Enron Raptor I - EGF SLP - US Structured Credit,Producer EGF Raptor,Lydecker,713-853-3504,Hughes Rawls Note EGF Raptor I, ,Energy,Private,Financing, 1 , 1 , -   , -   , -   , $-   , -   , -   ,0 ,0.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   ,0 ," $283,416.00 ", -   ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   , $-   , Y , $-   , FALSE ," $283,416.00 ",0.00 , -   ,38, -   , -   , 181.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   , -   , -   
Enron Raptor I - EGF SLP - US Structured Credit Total,,,,,,,,,,,,,,,,,0 ,0.0%,0 , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   ,," $283,416.00 ",,, $-   ,,,, $-   , $-   , $-   , $-   ," $(283,416.00)", $-   ," $283,416.00 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor II - EGF SLP - US Public,Producer EGF Raptor,Byargeon,713-853-0650,Hanover Compressor Common EGF Raptor II,US;HC,Energy,Public,Common Equity," 1,995,232 "," 1,995,232 ", -   , -   , 1.00 , $38.46 ,38.45 ,0.01 ,0 ,100.0%,0 ," $76,736,622.72 ", 016:Enron Raptor II , $-   , $-   , $-   , $-   , $-   , $-   ," $76,716,670.40 "," $19,952.32 ", $-   ," $(19,952.32)", $-   ," $(12,799,413.28)", $-   ," $12,799,413.28 ", $-   ,0 , $-   ,0 ,0 , $-   , 1.00 ," $76,736,622.72 ", $38.46 ," $179,570.88 ", $-   ," $(179,570.88)", $-   ," $(12,799,413.28)", $-   ," $12,799,413.28 ", $-   , $38.46 , $38.45 ," $159,618.56 ", $-   ," $(159,618.56)", $-   ," $(12,819,365.60)", $-   ," $12,819,365.60 ", $-   , $-   , N , $-   , FALSE ," $12,819,365.60 ", -   , -   ,83," 19,952.32 "," 1,995,232 ", 188.00 , $38.46 , $-   , $-   , $-   ," $89,536,036.00 "," $89,536,036.00 ", $-   , $-   , $-   , $-   ," $(12,819,365.60)", $-   ," $12,819,365.60 ", $-   , -   , -   
Enron Raptor II - EGF SLP - US Public Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $76,736,622.72 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $76,716,670.40 "," $19,952.32 ", $-   ," $(19,952.32)", $-   ," $(12,799,413.28)", $-   ," $12,799,413.28 ", $-   ,, $-   ,,, $-   ,,,," $179,570.88 ", $-   ," $(179,570.88)", $-   ," $(12,799,413.28)", $-   ," $12,799,413.28 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $89,536,036.00 ",,,,,,,,,,,
,Producer EGF Raptor Total,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $79,636,148.51 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $79,615,433.56 "," $20,714.95 ", $-   ," $(20,714.95)", $-   ," $(13,079,778.77)", $-   ," $13,079,778.77 ", $-   ,," $3,138,698.49 ",,," $3,050,296.45 ",,,," $183,002.71 ", $-   ," $(183,002.71)", $-   ," $(13,079,778.77)", $-   ," $13,079,778.77 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $89,577,228.78 ",,,,,,,,,,,
Enron Raptor I - US Private,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Basic Energy CFPC Raptor I, ,Special Assets - Non-Performing,Private ,Common Equity," 1,000 "," 1,000 ", -   , -   , 1.00 ," $1,247.94 ","1,247.94 ",0.00 ,0 ,50.0%,0 ," $1,247,943.50 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,247,943.50 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,247,943.50 ",0 , -   ," $1,247,943.50 ", 1.00 ," $1,247,943.50 "," $1,247.94 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,247,943.50 ", Y , $-   , FALSE , $-   , -   , -   ,72, -   , -   , 33.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - US Private,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Basic Energy Preferred Raptor I, ,Special Assets - Non-Performing,Private ,Common Equity," 1,000 "," 1,000 ", -   , -   , 1.00 , $-   ,0.00 ,0.00 ,0 ,50.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(175,230.57)", $-   ," $175,230.57 ", $-   ,0 , $-   ,0 , -   , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(175,230.57)", $-   ," $175,230.57 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(175,230.57)", $-   ," $175,230.57 ", $-   , $-   , Y , $-   , FALSE ," $175,230.57 ", -   , -   ,72, -   , -   , 34.00 , $-   , $-   , $-   , $-   ," $175,230.57 "," $175,230.57 ", $-   , $-   , $-   , $-   ," $(175,230.57)", $-   ," $175,230.57 ", $-   , -   , -   
Enron Raptor I - US Private,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Heartland Steel Common Raptor I, ,Special Assets - Non-Performing,Private ,Common Equity," 172,031 "," 172,031 ", -   , 0.50 , 1.00 , $-   ,0.00 ,0.00 ,126-153,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(23,507,915.00)", $-   ," $23,507,915.00 ", $-   ,0 ," $23,507,915.00 ",0 , -   , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(23,507,915.00)", $-   ," $23,507,915.00 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(23,507,915.00)", $-   ," $23,507,915.00 ", $-   , $-   , Y , $-   , FALSE ," $23,507,915.00 ",89.23 ," 15,349,999.27 ",72, -   , -   , 38.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(23,507,915.00)", $-   ," $23,507,915.00 ", $-   , 0.50 , -   
Enron Raptor I - US Private,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Heartland Steel Common Condor Raptor I, ,Steel,Private ,Common Equity, 1 , 1 , -   , -   , 1.00 , $-   ,0.00 ,0.00 ,126-153-Condor,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(10,372,212.00)", $-   ," $10,372,212.00 ", $-   ,0 ," $10,372,212.00 ",0 , -   , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(10,372,212.00)", $-   ," $10,372,212.00 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(10,372,212.00)", $-   ," $10,372,212.00 ", $-   , $-   , Y , $-   , FALSE ," $10,372,212.00 ",0.00 , -   ,72, -   , -   , 40.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(10,372,212.00)", $-   ," $10,372,212.00 ", $-   , -   , -   
Enron Raptor I - US Private Total,,,,,,,,,,,,,,,,,0 ,300.0%,0 ," $1,247,943.50 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $1,247,943.50 ", $-   , $-   , $-   , $-   ," $(34,055,357.57)", $-   ," $34,055,357.57 ", $-   ,," $35,128,070.50 ",,," $1,247,943.50 ",,,, $-   , $-   , $-   , $-   ," $(34,055,357.57)", $-   ," $34,055,357.57 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $175,230.57 ",,,,,,,,,,,
Enron Raptor I - US Public,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,DevX Energy Common Raptor I,US;DVXE,Special Assets - Non-Performing,Public,Common Equity," 10,135 "," 10,135 ", -   , -   , 1.00 , $8.38 ,8.25 ,0.13 ,82-847,60.0%,0 ," $84,877.28 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $83,610.45 "," $1,266.83 ", $-   ," $(1,266.83)", $-   ," $5,067.30 ", $-   ," $(5,067.30)", $-   ,0 ," $79,809.98 ", -   ,0 ," $403,753.42 ", 1.00 ," $84,877.28 ", $8.38 ," $5,700.71 ", $-   ," $(5,700.71)", $-   ," $5,067.30 ", $-   ," $(5,067.30)", $-   , $8.38 , $8.25 ," $4,433.89 ", $-   ," $(4,433.89)", $-   ," $3,800.48 ", $-   ," $(3,800.48)", $-   ," $403,753.42 ", N , $-   , FALSE ," $(3,800.48)",1.12 ," 11,350.75 ",71," 1,266.83 "," 10,135 ", 7.00 , $8.38 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,800.48 ", $-   ," $(3,800.48)", $-   , -   , -   
Enron Raptor I - US Public Total,,,,,,,,,,,,,,,,,0 ,60.0%,0 ," $84,877.28 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $83,610.45 "," $1,266.83 ", $-   ," $(1,266.83)", $-   ," $5,067.30 ", $-   ," $(5,067.30)", $-   ,," $79,809.98 ",,," $403,753.42 ",,,," $5,700.71 ", $-   ," $(5,700.71)", $-   ," $5,067.30 ", $-   ," $(5,067.30)", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Structured Credit-Book,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Ecogas Loan Raptor I, ,Special Assets - Non-Performing,Private,Financing, 1 , 1 , -   , -   , -   , $-   , -   , -   ,2914-4028,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 , $-   , -   ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , N , $-   , FALSE , $-   ,0.00 , -   ,79, -   , -   , 152.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - US Structured Credit-Book Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,, $-   ,,, $-   ,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Structured Credit-Book RA,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Heartland Contingent Construction Loan Raptor I, ,Special Assets - Non-Performing,Private,Financing, 1 , 1 , -   , -   , -   , $-   , -   , -   ,126-226,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(1,165,662.43)", $-   ," $1,165,662.43 ", $-   ,0 ," $1,165,662.43 ", -   ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(1,165,662.43)", $-   ," $1,165,662.43 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(1,165,662.43)", $-   ," $1,165,662.43 ", $-   , $-   , Y , $-   , FALSE ," $1,165,662.43 ",0.00 , -   ,81, -   , -   , 157.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(1,165,662.43)", $-   ," $1,165,662.43 ", $-   , -   , -   
Enron Raptor I - US Structured Credit-Book RA,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Hughes Rawls Loan Raptor I, ,Special Assets - Non-Performing,Private,Financing, 1 , 1 , -   , -   , -   , $-   , -   , -   ,56-1886,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $570,790.00 ", $-   ," $(570,790.00)", $-   ,0 ," $429,210.00 ", -   ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $570,790.00 ", $-   ," $(570,790.00)", $-   ,   ,   , $-   , $-   , $-   , $-   ," $570,790.00 ", $-   ," $(570,790.00)", $-   , $-   , Y , $-   , FALSE ," $(570,790.00)",0.00 , -   ,81, -   , -   , 168.00 , $-   , $-   , $-   , $-   ," $(1,000,000.00)"," $(1,000,000.00)", $-   , $-   , $-   , $-   ," $570,790.00 ", $-   ," $(570,790.00)", $-   , -   , -   
Enron Raptor I - US Structured Credit-Book RA,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Hughes Rawls Note Raptor I, ,Special Assets - Non-Performing,Private,Financing, 1 , 1 , -   , -   , -   , $-   , -   , -   ,56-5447,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(470,790.00)", $-   ," $470,790.00 ", $-   ,0 ," $470,790.00 ", -   ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(470,790.00)", $-   ," $470,790.00 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(470,790.00)", $-   ," $470,790.00 ", $-   , $-   , Y , $-   , FALSE ," $470,790.00 ",0.00 , -   ,81, -   , -   , 170.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(470,790.00)", $-   ," $470,790.00 ", $-   , -   , -   
Enron Raptor I - US Structured Credit-Book RA,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Industrial Holdings Raptor I, ,Special Assets - Non-Performing,Private,Financing, 1 , 1 , -   , -   , -   ," $7,121,810.00 "," 7,121,810.00 ", -   ,1314-1547,50.0%,0 ," $7,121,810.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $7,121,810.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $7,121,810.00 ", -   ,0 ," $7,121,810.00 ", 1.00 , $-   ," $7,121,810.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,121,810.00 ", Y , $-   , FALSE , $-   ,0.00 , -   ,81, -   , -   , 171.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - US Structured Credit-Book RA Total,,,,,,,,,,,,,,,,,0 ,350.0%,0 ," $7,121,810.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $7,121,810.00 ", $-   , $-   , $-   , $-   ," $(1,065,662.43)", $-   ," $1,065,662.43 ", $-   ,," $9,187,472.43 ",,," $7,121,810.00 ",,,, $-   , $-   , $-   , $-   ," $(1,065,662.43)", $-   ," $1,065,662.43 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(1,000,000.00)",,,,,,,,,,,
Enron Raptor I - Warrants - Private,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Heartland Steel Warrants Raptor I,,Special Assets - Non-Performing,Warrants,Warrants, 1 , 1 , -   , -   , 1.00 , $-   , -   , -   ,126-2040,100.0%,0 , $-   , 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   ,0 ," $3,486,752.00 ",0 ,0 , $-   , 1.00 , $-   , $-   , $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   , $-   , Y , $-   , FALSE ," $3,486,752.00 ", -   , -   ,74, -   , -   , 82.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   , -   , -   
Enron Raptor I - Warrants - Private Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 , $-   ,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   ,," $3,486,752.00 ",,, $-   ,,,, $-   , $-   , $-   , $-   ," $(3,486,752.00)", $-   ," $3,486,752.00 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - Warrants - Public,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,Carrizo Warrants Raptor I,US;CRZO,Special Assets - Non-Performing,Warrants,Warrants," 156,250 "," 156,250 ", 0.02 , -   , 0.95 , $5.54 , 5.71 , (0.16),561-606,100.0%,0 ," $866,244.90 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $891,737.16 "," $(25,492.26)", $-   ," $25,492.26 ", $-   ," $(78,444.51)", $-   ," $78,444.51 ", $-   ,0 ," $944,689.41 ",0 ,"21,583 "," $1,711,868.39 ", 1.00 ," $1,278,277.52 ", $8.64 ," $(100,239.86)", $-   ," $100,239.86 ", $-   ," $(78,444.51)", $-   ," $78,444.51 ", $-   , $8.64 , $8.81 ," $(74,747.61)", $-   ," $74,747.61 ", $-   ," $(52,952.25)", $-   ," $52,952.25 ", $-   ," $1,711,868.39 ", N , $-   , FALSE ," $52,952.25 ", -   , -   ,75, -   ," 147,938 ", 85.00 , $8.64 , $8.64 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(52,952.25)", $-   ," $52,952.25 ", $-   , -   , -   
Enron Raptor I - Warrants - Public,Special Assets - Non-Performing Raptor,Lydecker,713-853-3504,3TEC Warrants Raptor I,US;TTEN,Special Assets - Non-Performing,Warrants,Warrants," 78,000 "," 78,000 ", 0.03 , 0.50 , 0.42 , $2.65 , 2.65 , (0.01),4561-9602,0.0%,0 ," $206,374.67 ", 015:Enron Raptor I ," $292,722.45 ", $-   ," $292,722.45 ", $-   , $-   , $-   ," $206,899.07 ", $(524.41), $-   , $524.41 , $-   ," $(5,390.19)", $-   ," $5,390.19 ", $-   ,0 ," $211,764.86 ",0 ,"44,314 "," $140,980.71 ", 1.00 ," $585,444.90 ", $17.89 ," $33,730.74 ", $-   ," $(33,730.74)", $-   ," $(5,390.19)", $-   ," $5,390.19 ", $-   , $18.31 , $17.89 ," $34,255.15 ", $-   ," $(34,255.15)", $-   ," $(4,865.79)", $-   ," $4,865.79 ", $-   ," $140,980.71 ", N , $-   , FALSE ," $4,865.79 ", -   , -   ,75, -   ," 32,724 ", 88.00 , $18.31 , $18.31 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(4,865.79)", $-   ," $4,865.79 ", $-   , 0.50 , -   
Enron Raptor I - Warrants - Public Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $1,072,619.57 ",," $292,722.45 ", $-   ," $292,722.45 ", $-   , $-   , $-   ," $1,098,636.23 "," $(26,016.66)", $-   ," $26,016.66 ", $-   ," $(83,834.70)", $-   ," $83,834.70 ", $-   ,," $1,156,454.27 ",,," $1,852,849.10 ",,,," $(66,509.12)", $-   ," $66,509.12 ", $-   ," $(83,834.70)", $-   ," $83,834.70 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
,Special Assets - Non-Performing Raptor Total,,,,,,,,,,,,,,,,0 ,1010.0%,0 ," $9,527,250.35 ",," $292,722.45 ", $-   ," $292,722.45 ", $-   , $-   , $-   ," $9,552,000.18 "," $(24,749.84)", $-   ," $24,749.84 ", $-   ," $(38,686,539.40)", $-   ," $38,686,539.40 ", $-   ,," $49,038,559.18 ",,," $10,626,356.01 ",,,," $(60,808.40)", $-   ," $60,808.40 ", $-   ," $(38,686,539.40)", $-   ," $38,686,539.40 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(824,769.43)",,,,,,,,,,,
Enron Raptor I - Convertible - Private,Special Assets - Performing Raptor,Lydecker,713-853-3504,Venoco Convertible Raptor I,,Condor - Special Assets - Performing,Convertible,Convertible Preferred," 375,000 "," 375,000 ", -   , -   , -   , $216.56 ,216.56 ,0.00 ,1090-1203,62.5%,0 ," $81,210,625.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $81,210,625.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $81,210,625.00 ",0 , -   ," $81,210,625.00 ", 1.00 , $-   , $216.56 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $81,210,625.00 ", Y , $-   , FALSE , $-   , 100.00 ," 37,500,000.00 ",73, -   , -   , 78.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Convertible - Private Total,,,,,,,,,,,,,,,,,0 ,62.5%,0 ," $81,210,625.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $81,210,625.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $81,210,625.00 ",,," $81,210,625.00 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - Priv. Equity Partnerships,Special Assets - Performing Raptor,Lydecker,713-853-3504,Amerada Hess Exposure Raptor I, ,Special Assets - Performing,Private,Partnership, 1 , 1 , -   , -   , -   ," $1,250,000.00 "," 1,250,000.00 ", -   ,1587-1861,100.0%,0 ," $1,250,000.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,250,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,250,000.00 ", -   ,0 ," $1,250,000.00 ", 1.00 , $-   ," $1,250,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,250,000.00 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 111.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Special Assets - Performing Raptor,Lydecker,713-853-3504,City Forest IPC Raptor I, ,Condor - Special Assets - Performing,Private ,LTD. Partnership, 1 , 1 , -   , -   , -   ," $1,663,000.00 "," 1,663,000.00 ", -   ,21-2320,100.0%,0 ," $1,663,000.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,663,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,663,000.00 ", -   ,0 ," $1,663,000.00 ", 1.00 , $-   ," $1,663,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,663,000.00 ", Y , $-   , FALSE , $-   , -   , -   ,78, -   , -   , 115.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships Total,,,,,,,,,,,,,,,,,0 ,200.0%,0 ," $2,913,000.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $2,913,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $2,913,000.00 ",,," $2,913,000.00 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Private,Special Assets - Performing Raptor,Lydecker,713-853-3504,WB Oil & Gas Raptor I, ,Condor - Special Assets - Performing,Private ,Common Equity," 1,000 "," 1,000 ", -   , -   , 1.00 ," $1,360.00 ","1,360.00 ",0.00 ,588-639,100.0%,0 ," $1,360,000.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,360,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,360,000.00 ",0 , -   ," $1,360,000.00 ", 1.00 ," $1,360,000.00 "," $1,360.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,360,000.00 ", Y , $-   , FALSE , $-   ," 2,360.00 "," 2,360,000.00 ",72, -   , -   , 35.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - US Private Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $1,360,000.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $1,360,000.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $1,360,000.00 ",,," $1,360,000.00 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Public,Special Assets - Performing Raptor,Lydecker,713-853-3504,Paradigm Common Raptor I,US;PGEO,Special Assets - Performing,Public,Common Equity," 59,891 "," 59,891 ", -   , -   , 1.00 , $5.63 ,5.44 ,0.19 ,75-10364,50.0%,0 ," $336,886.88 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $325,657.31 "," $11,229.56 ", $-   ," $(11,229.56)", $-   ," $67,377.38 ", $-   ," $(67,377.38)", $-   ,0 ," $269,509.50 ", -   ,0 ," $385,548.31 ", 1.00 ," $336,886.88 ", $5.63 ," $37,431.88 ", $-   ," $(37,431.88)", $-   ," $67,377.38 ", $-   ," $(67,377.38)", $-   , $5.63 , $5.44 ," $26,202.31 ", $-   ," $(26,202.31)", $-   ," $56,147.81 ", $-   ," $(56,147.81)", $-   ," $385,548.31 ", N , $-   , FALSE ," $(56,147.81)",1.12 ," 67,077.92 ",71," 11,229.56 "," 59,891 ", 6.00 , $5.63 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $56,147.81 ", $-   ," $(56,147.81)", $-   , -   , -   
